Model,DPO2014B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
1.15648e-02,1.84,1.76
1.15680e-02,1.8,1.84
1.15712e-02,1.8,1.76
1.15744e-02,1.8,1.84
1.15776e-02,1.8,1.76
1.15808e-02,1.8,1.84
1.15840e-02,1.8,1.76
1.15872e-02,1.84,1.84
1.15904e-02,1.8,1.76
1.15936e-02,1.8,1.84
1.15968e-02,1.8,1.76
1.16000e-02,1.8,1.84
1.16032e-02,1.8,1.76
1.16064e-02,1.8,1.84
1.16096e-02,1.84,1.76
1.16128e-02,1.8,1.84
1.16160e-02,1.8,1.72
1.16192e-02,1.8,1.84
1.16224e-02,1.8,1.76
1.16256e-02,1.84,1.84
1.16288e-02,1.8,1.76
1.16320e-02,1.8,1.88
1.16352e-02,1.8,1.76
1.16384e-02,1.8,1.84
1.16416e-02,1.8,1.76
1.16448e-02,1.8,1.84
1.16480e-02,1.8,1.76
1.16512e-02,1.8,1.84
1.16544e-02,1.8,1.76
1.16576e-02,1.76,1.84
1.16608e-02,1.8,1.76
1.16640e-02,1.8,1.84
1.16672e-02,1.84,1.76
1.16704e-02,1.8,1.84
1.16736e-02,1.8,1.76
1.16768e-02,1.8,1.84
1.16800e-02,1.8,1.76
1.16832e-02,1.8,1.84
1.16864e-02,1.8,1.72
1.16896e-02,1.8,1.84
1.16928e-02,1.8,1.76
1.16960e-02,1.8,1.84
1.16992e-02,1.8,1.76
1.17024e-02,1.8,1.84
1.17056e-02,1.8,1.76
1.17088e-02,1.8,1.84
1.17120e-02,1.8,1.76
1.17152e-02,1.84,1.84
1.17184e-02,1.8,1.76
1.17216e-02,1.8,1.84
1.17248e-02,1.8,1.76
1.17280e-02,1.8,1.84
1.17312e-02,1.8,1.76
1.17344e-02,1.8,1.84
1.17376e-02,1.8,1.76
1.17408e-02,1.8,1.84
1.17440e-02,1.8,1.76
1.17472e-02,1.8,1.84
1.17504e-02,1.84,1.76
1.17536e-02,1.8,1.84
1.17568e-02,1.8,1.76
1.17600e-02,1.8,1.84
1.17632e-02,1.8,1.76
1.17664e-02,1.8,1.84
1.17696e-02,1.8,1.72
1.17728e-02,1.8,1.84
1.17760e-02,1.8,1.76
1.17792e-02,1.8,1.84
1.17824e-02,1.8,1.76
1.17856e-02,1.8,1.84
1.17888e-02,1.8,1.76
1.17920e-02,1.8,1.84
1.17952e-02,1.8,1.72
1.17984e-02,1.8,1.84
1.18016e-02,1.8,1.72
1.18048e-02,1.8,1.84
1.18080e-02,1.8,1.72
1.18112e-02,1.8,1.84
1.18144e-02,1.8,1.76
1.18176e-02,1.8,1.84
1.18208e-02,1.8,1.72
1.18240e-02,1.8,1.84
1.18272e-02,1.8,1.76
1.18304e-02,1.8,1.84
1.18336e-02,1.8,1.76
1.18368e-02,1.8,1.84
1.18400e-02,1.8,1.72
1.18432e-02,1.8,1.84
1.18464e-02,1.8,1.72
1.18496e-02,1.8,1.84
1.18528e-02,1.8,1.72
1.18560e-02,1.76,1.84
1.18592e-02,1.8,1.72
1.18624e-02,1.8,1.84
1.18656e-02,1.8,1.72
1.18688e-02,1.8,1.84
1.18720e-02,1.8,1.72
1.18752e-02,1.76,1.84
1.18784e-02,1.76,1.72
1.18816e-02,1.76,1.84
1.18848e-02,1.76,1.72
1.18880e-02,1.76,1.84
1.18912e-02,1.8,1.72
1.18944e-02,1.76,1.8
1.18976e-02,1.76,1.72
1.19008e-02,1.76,1.8
1.19040e-02,1.8,1.72
1.19072e-02,1.76,1.8
1.19104e-02,1.76,1.72
1.19136e-02,1.8,1.8
1.19168e-02,1.76,1.72
1.19200e-02,1.76,1.8
1.19232e-02,1.76,1.72
1.19264e-02,1.76,1.8
1.19296e-02,1.76,1.72
1.19328e-02,1.8,1.8
1.19360e-02,1.76,1.72
1.19392e-02,1.76,1.8
1.19424e-02,1.76,1.72
1.19456e-02,1.76,1.8
1.19488e-02,1.76,1.72
1.19520e-02,1.76,1.8
1.19552e-02,1.76,1.72
1.19584e-02,1.76,1.8
1.19616e-02,1.76,1.72
1.19648e-02,1.76,1.8
1.19680e-02,1.76,1.72
1.19712e-02,1.76,1.8
1.19744e-02,1.76,1.72
1.19776e-02,1.76,1.8
1.19808e-02,1.76,1.72
1.19840e-02,1.76,1.8
1.19872e-02,1.76,1.72
1.19904e-02,1.76,1.8
1.19936e-02,1.76,1.72
1.19968e-02,1.76,1.8
1.20000e-02,1.72,1.72
1.20032e-02,1.76,1.8
1.20064e-02,1.72,1.72
1.20096e-02,1.76,1.8
1.20128e-02,1.76,1.72
1.20160e-02,1.76,1.8
1.20192e-02,1.76,1.68
1.20224e-02,1.72,1.8
1.20256e-02,1.76,1.68
1.20288e-02,1.76,1.8
1.20320e-02,1.76,1.68
1.20352e-02,1.76,1.8
1.20384e-02,1.76,1.68
1.20416e-02,1.76,1.8
1.20448e-02,1.76,1.68
1.20480e-02,1.76,1.8
1.20512e-02,1.76,1.68
1.20544e-02,1.72,1.8
1.20576e-02,1.76,1.68
1.20608e-02,1.76,1.8
1.20640e-02,1.76,1.68
1.20672e-02,1.76,1.8
1.20704e-02,1.76,1.68
1.20736e-02,1.76,1.8
1.20768e-02,1.72,1.68
1.20800e-02,1.76,1.8
1.20832e-02,1.76,1.68
1.20864e-02,1.76,1.76
1.20896e-02,1.72,1.68
1.20928e-02,1.76,1.8
1.20960e-02,1.72,1.68
1.20992e-02,1.72,1.76
1.21024e-02,1.76,1.68
1.21056e-02,1.76,1.76
1.21088e-02,1.76,1.68
1.21120e-02,1.76,1.76
1.21152e-02,1.72,1.68
1.21184e-02,1.72,1.76
1.21216e-02,1.72,1.68
1.21248e-02,1.76,1.76
1.21280e-02,1.72,1.68
1.21312e-02,1.76,1.76
1.21344e-02,1.72,1.68
1.21376e-02,1.72,1.76
1.21408e-02,1.76,1.68
1.21440e-02,1.72,1.76
1.21472e-02,1.76,1.68
1.21504e-02,1.72,1.76
1.21536e-02,1.76,1.68
1.21568e-02,1.72,1.76
1.21600e-02,1.76,1.68
1.21632e-02,1.76,1.76
1.21664e-02,1.76,1.68
1.21696e-02,1.72,1.76
1.21728e-02,1.72,1.68
1.21760e-02,1.72,1.76
1.21792e-02,1.76,1.68
1.21824e-02,1.72,1.76
1.21856e-02,1.72,1.68
1.21888e-02,1.72,1.76
1.21920e-02,1.72,1.68
1.21952e-02,1.72,1.76
1.21984e-02,1.72,1.68
1.22016e-02,1.72,1.76
1.22048e-02,1.72,1.68
1.22080e-02,1.76,1.76
1.22112e-02,1.76,1.68
1.22144e-02,1.72,1.76
1.22176e-02,1.76,1.68
1.22208e-02,1.76,1.76
1.22240e-02,1.72,1.68
1.22272e-02,1.72,1.76
1.22304e-02,1.72,1.68
1.22336e-02,1.72,1.76
1.22368e-02,1.72,1.68
1.22400e-02,1.76,1.76
1.22432e-02,1.72,1.68
1.22464e-02,1.72,1.76
1.22496e-02,1.72,1.68
1.22528e-02,1.72,1.76
1.22560e-02,1.72,1.68
1.22592e-02,1.72,1.76
1.22624e-02,1.72,1.68
1.22656e-02,1.72,1.76
1.22688e-02,1.72,1.68
1.22720e-02,1.72,1.76
1.22752e-02,1.72,1.68
1.22784e-02,1.72,1.76
1.22816e-02,1.72,1.68
1.22848e-02,1.72,1.76
1.22880e-02,1.72,1.68
1.22912e-02,1.72,1.76
1.22944e-02,1.72,1.68
1.22976e-02,1.72,1.76
1.23008e-02,1.72,1.68
1.23040e-02,1.72,1.76
1.23072e-02,1.72,1.64
1.23104e-02,1.72,1.76
1.23136e-02,1.72,1.68
1.23168e-02,1.72,1.76
1.23200e-02,1.72,1.68
1.23232e-02,1.72,1.76
1.23264e-02,1.72,1.68
1.23296e-02,1.72,1.76
1.23328e-02,1.72,1.68
1.23360e-02,1.72,1.76
1.23392e-02,1.72,1.68
1.23424e-02,1.72,1.76
1.23456e-02,1.72,1.64
1.23488e-02,1.72,1.76
1.23520e-02,1.72,1.68
1.23552e-02,1.72,1.76
1.23584e-02,1.72,1.68
1.23616e-02,1.76,1.76
1.23648e-02,1.72,1.68
1.23680e-02,1.72,1.76
1.23712e-02,1.72,1.68
1.23744e-02,1.72,1.76
1.23776e-02,1.72,1.68
1.23808e-02,1.72,1.76
1.23840e-02,1.72,1.68
1.23872e-02,1.72,1.76
1.23904e-02,1.72,1.68
1.23936e-02,1.72,1.76
1.23968e-02,1.72,1.68
1.24000e-02,1.72,1.76
1.24032e-02,1.72,1.68
1.24064e-02,1.72,1.76
1.24096e-02,1.72,1.64
1.24128e-02,1.72,1.76
1.24160e-02,1.72,1.68
1.24192e-02,1.72,1.76
1.24224e-02,1.72,1.64
1.24256e-02,1.72,1.76
1.24288e-02,1.72,1.64
1.24320e-02,1.72,1.76
1.24352e-02,1.72,1.64
1.24384e-02,1.72,1.76
1.24416e-02,1.72,1.64
1.24448e-02,1.72,1.76
1.24480e-02,1.72,1.64
1.24512e-02,1.72,1.76
1.24544e-02,1.72,1.64
1.24576e-02,1.68,1.76
1.24608e-02,1.68,1.64
1.24640e-02,1.72,1.76
1.24672e-02,1.72,1.64
1.24704e-02,1.72,1.76
1.24736e-02,1.72,1.64
1.24768e-02,1.72,1.76
1.24800e-02,1.72,1.64
1.24832e-02,1.68,1.76
1.24864e-02,1.72,1.64
1.24896e-02,1.68,1.72
1.24928e-02,1.68,1.64
1.24960e-02,1.72,1.72
1.24992e-02,1.68,1.64
1.25024e-02,1.68,1.72
1.25056e-02,1.68,1.64
1.25088e-02,1.72,1.72
1.25120e-02,1.72,1.64
1.25152e-02,1.72,1.72
1.25184e-02,1.68,1.64
1.25216e-02,1.68,1.72
1.25248e-02,1.72,1.64
1.25280e-02,1.68,1.72
1.25312e-02,1.68,1.64
1.25344e-02,1.68,1.72
1.25376e-02,1.68,1.64
1.25408e-02,1.68,1.72
1.25440e-02,1.68,1.64
1.25472e-02,1.68,1.72
1.25504e-02,1.68,1.64
1.25536e-02,1.68,1.72
1.25568e-02,1.72,1.64
1.25600e-02,1.72,1.72
1.25632e-02,1.68,1.64
1.25664e-02,1.68,1.72
1.25696e-02,1.68,1.64
1.25728e-02,1.68,1.72
1.25760e-02,1.68,1.64
1.25792e-02,1.68,1.72
1.25824e-02,1.68,1.64
1.25856e-02,1.68,1.72
1.25888e-02,1.68,1.6
1.25920e-02,1.68,1.72
1.25952e-02,1.68,1.6
1.25984e-02,1.68,1.72
1.26016e-02,1.68,1.6
1.26048e-02,1.68,1.72
1.26080e-02,1.68,1.6
1.26112e-02,1.68,1.72
1.26144e-02,1.68,1.64
1.26176e-02,1.68,1.72
1.26208e-02,1.68,1.6
1.26240e-02,1.68,1.72
1.26272e-02,1.68,1.6
1.26304e-02,1.68,1.72
1.26336e-02,1.68,1.6
1.26368e-02,1.68,1.72
1.26400e-02,1.68,1.6
1.26432e-02,1.64,1.72
1.26464e-02,1.68,1.6
1.26496e-02,1.68,1.72
1.26528e-02,1.68,1.6
1.26560e-02,1.68,1.72
1.26592e-02,1.68,1.6
1.26624e-02,1.68,1.72
1.26656e-02,1.68,1.6
1.26688e-02,1.68,1.72
1.26720e-02,1.64,1.6
1.26752e-02,1.68,1.68
1.26784e-02,1.64,1.6
1.26816e-02,1.68,1.68
1.26848e-02,1.68,1.6
1.26880e-02,1.64,1.68
1.26912e-02,1.68,1.6
1.26944e-02,1.68,1.68
1.26976e-02,1.68,1.6
1.27008e-02,1.68,1.68
1.27040e-02,1.64,1.6
1.27072e-02,1.64,1.68
1.27104e-02,1.64,1.6
1.27136e-02,1.68,1.68
1.27168e-02,1.68,1.6
1.27200e-02,1.68,1.68
1.27232e-02,1.64,1.6
1.27264e-02,1.68,1.68
1.27296e-02,1.68,1.6
1.27328e-02,1.64,1.68
1.27360e-02,1.68,1.6
1.27392e-02,1.64,1.68
1.27424e-02,1.64,1.6
1.27456e-02,1.64,1.68
1.27488e-02,1.64,1.6
1.27520e-02,1.64,1.68
1.27552e-02,1.64,1.6
1.27584e-02,1.68,1.68
1.27616e-02,1.64,1.6
1.27648e-02,1.64,1.68
1.27680e-02,1.68,1.6
1.27712e-02,1.64,1.68
1.27744e-02,1.68,1.6
1.27776e-02,1.64,1.68
1.27808e-02,1.64,1.6
1.27840e-02,1.64,1.68
1.27872e-02,1.64,1.6
1.27904e-02,1.64,1.68
1.27936e-02,1.68,1.6
1.27968e-02,1.64,1.68
1.28000e-02,1.64,1.6
1.28032e-02,1.64,1.68
1.28064e-02,1.64,1.6
1.28096e-02,1.64,1.68
1.28128e-02,1.64,1.6
1.28160e-02,1.64,1.68
1.28192e-02,1.68,1.6
1.28224e-02,1.64,1.68
1.28256e-02,1.68,1.6
1.28288e-02,1.64,1.68
1.28320e-02,1.64,1.6
1.28352e-02,1.68,1.68
1.28384e-02,1.64,1.6
1.28416e-02,1.64,1.68
1.28448e-02,1.64,1.6
1.28480e-02,1.64,1.68
1.28512e-02,1.64,1.6
1.28544e-02,1.64,1.68
1.28576e-02,1.68,1.6
1.28608e-02,1.64,1.68
1.28640e-02,1.64,1.6
1.28672e-02,1.64,1.68
1.28704e-02,1.68,1.6
1.28736e-02,1.64,1.68
1.28768e-02,1.64,1.6
1.28800e-02,1.64,1.68
1.28832e-02,1.64,1.6
1.28864e-02,1.68,1.68
1.28896e-02,1.64,1.6
1.28928e-02,1.64,1.68
1.28960e-02,1.64,1.56
1.28992e-02,1.64,1.68
1.29024e-02,1.68,1.6
1.29056e-02,1.64,1.68
1.29088e-02,1.6,1.6
1.29120e-02,1.68,1.68
1.29152e-02,1.64,1.6
1.29184e-02,1.64,1.68
1.29216e-02,1.64,1.6
1.29248e-02,1.64,1.68
1.29280e-02,1.64,1.56
1.29312e-02,1.64,1.68
1.29344e-02,1.64,1.6
1.29376e-02,1.64,1.68
1.29408e-02,1.64,1.6
1.29440e-02,1.64,1.68
1.29472e-02,1.64,1.56
1.29504e-02,1.64,1.68
1.29536e-02,1.64,1.56
1.29568e-02,1.6,1.68
1.29600e-02,1.64,1.56
1.29632e-02,1.64,1.68
1.29664e-02,1.64,1.56
1.29696e-02,1.64,1.68
1.29728e-02,1.6,1.56
1.29760e-02,1.64,1.68
1.29792e-02,1.64,1.56
1.29824e-02,1.64,1.68
1.29856e-02,1.64,1.56
1.29888e-02,1.64,1.68
1.29920e-02,1.64,1.56
1.29952e-02,1.64,1.68
1.29984e-02,1.64,1.56
1.30016e-02,1.64,1.68
1.30048e-02,1.64,1.56
1.30080e-02,1.64,1.68
1.30112e-02,1.64,1.56
1.30144e-02,1.64,1.68
1.30176e-02,1.64,1.56
1.30208e-02,1.64,1.68
1.30240e-02,1.64,1.56
1.30272e-02,1.64,1.68
1.30304e-02,1.6,1.56
1.30336e-02,1.64,1.68
1.30368e-02,1.64,1.56
1.30400e-02,1.64,1.68
1.30432e-02,1.64,1.56
1.30464e-02,1.64,1.68
1.30496e-02,1.6,1.56
1.30528e-02,1.64,1.68
1.30560e-02,1.64,1.56
1.30592e-02,1.64,1.68
1.30624e-02,1.64,1.56
1.30656e-02,1.6,1.64
1.30688e-02,1.6,1.56
1.30720e-02,1.6,1.64
1.30752e-02,1.6,1.56
1.30784e-02,1.6,1.64
1.30816e-02,1.6,1.56
1.30848e-02,1.6,1.68
1.30880e-02,1.6,1.56
1.30912e-02,1.6,1.64
1.30944e-02,1.6,1.56
1.30976e-02,1.6,1.64
1.31008e-02,1.6,1.56
1.31040e-02,1.6,1.68
1.31072e-02,1.6,1.56
1.31104e-02,1.6,1.64
1.31136e-02,1.6,1.56
1.31168e-02,1.6,1.64
1.31200e-02,1.6,1.56
1.31232e-02,1.6,1.64
1.31264e-02,1.6,1.56
1.31296e-02,1.6,1.64
1.31328e-02,1.6,1.56
1.31360e-02,1.6,1.64
1.31392e-02,1.6,1.56
1.31424e-02,1.6,1.64
1.31456e-02,1.6,1.52
1.31488e-02,1.6,1.64
1.31520e-02,1.6,1.52
1.31552e-02,1.6,1.64
1.31584e-02,1.6,1.52
1.31616e-02,1.56,1.64
1.31648e-02,1.6,1.52
1.31680e-02,1.56,1.64
1.31712e-02,1.6,1.52
1.31744e-02,1.6,1.64
1.31776e-02,1.6,1.52
1.31808e-02,1.6,1.64
1.31840e-02,1.6,1.52
1.31872e-02,1.6,1.64
1.31904e-02,1.6,1.52
1.31936e-02,1.6,1.64
1.31968e-02,1.6,1.52
1.32000e-02,1.6,1.64
1.32032e-02,1.6,1.52
1.32064e-02,1.6,1.64
1.32096e-02,1.6,1.52
1.32128e-02,1.6,1.64
1.32160e-02,1.6,1.52
1.32192e-02,1.6,1.64
1.32224e-02,1.6,1.52
1.32256e-02,1.56,1.6
1.32288e-02,1.6,1.52
1.32320e-02,1.6,1.6
1.32352e-02,1.56,1.52
1.32384e-02,1.56,1.64
1.32416e-02,1.56,1.52
1.32448e-02,1.56,1.6
1.32480e-02,1.56,1.52
1.32512e-02,1.56,1.6
1.32544e-02,1.56,1.52
1.32576e-02,1.56,1.6
1.32608e-02,1.56,1.52
1.32640e-02,1.6,1.6
1.32672e-02,1.56,1.52
1.32704e-02,1.6,1.6
1.32736e-02,1.6,1.52
1.32768e-02,1.56,1.6
1.32800e-02,1.6,1.52
1.32832e-02,1.56,1.6
1.32864e-02,1.56,1.52
1.32896e-02,1.56,1.6
1.32928e-02,1.56,1.52
1.32960e-02,1.56,1.6
1.32992e-02,1.56,1.52
1.33024e-02,1.56,1.6
1.33056e-02,1.56,1.52
1.33088e-02,1.56,1.6
1.33120e-02,1.56,1.52
1.33152e-02,1.56,1.6
1.33184e-02,1.56,1.52
1.33216e-02,1.56,1.6
1.33248e-02,1.56,1.52
1.33280e-02,1.56,1.6
1.33312e-02,1.56,1.52
1.33344e-02,1.56,1.6
1.33376e-02,1.56,1.52
1.33408e-02,1.56,1.6
1.33440e-02,1.56,1.52
1.33472e-02,1.6,1.6
1.33504e-02,1.56,1.52
1.33536e-02,1.56,1.6
1.33568e-02,1.56,1.52
1.33600e-02,1.56,1.6
1.33632e-02,1.56,1.52
1.33664e-02,1.52,1.6
1.33696e-02,1.56,1.52
1.33728e-02,1.56,1.6
1.33760e-02,1.56,1.48
1.33792e-02,1.56,1.6
1.33824e-02,1.56,1.48
1.33856e-02,1.56,1.6
1.33888e-02,1.56,1.48
1.33920e-02,1.56,1.6
1.33952e-02,1.56,1.48
1.33984e-02,1.56,1.6
1.34016e-02,1.56,1.48
1.34048e-02,1.52,1.6
1.34080e-02,1.56,1.48
1.34112e-02,1.56,1.6
1.34144e-02,1.52,1.48
1.34176e-02,1.56,1.6
1.34208e-02,1.56,1.48
1.34240e-02,1.56,1.6
1.34272e-02,1.56,1.48
1.34304e-02,1.56,1.6
1.34336e-02,1.56,1.48
1.34368e-02,1.56,1.6
1.34400e-02,1.56,1.48
1.34432e-02,1.56,1.6
1.34464e-02,1.56,1.48
1.34496e-02,1.56,1.6
1.34528e-02,1.56,1.48
1.34560e-02,1.56,1.6
1.34592e-02,1.56,1.48
1.34624e-02,1.56,1.6
1.34656e-02,1.56,1.48
1.34688e-02,1.56,1.6
1.34720e-02,1.52,1.48
1.34752e-02,1.56,1.6
1.34784e-02,1.56,1.48
1.34816e-02,1.56,1.6
1.34848e-02,1.56,1.48
1.34880e-02,1.52,1.6
1.34912e-02,1.56,1.48
1.34944e-02,1.52,1.6
1.34976e-02,1.56,1.48
1.35008e-02,1.56,1.6
1.35040e-02,1.56,1.48
1.35072e-02,1.52,1.6
1.35104e-02,1.56,1.48
1.35136e-02,1.56,1.6
1.35168e-02,1.52,1.48
1.35200e-02,1.56,1.56
1.35232e-02,1.56,1.48
1.35264e-02,1.56,1.6
1.35296e-02,1.52,1.48
1.35328e-02,1.52,1.6
1.35360e-02,1.52,1.48
1.35392e-02,1.56,1.56
1.35424e-02,1.56,1.48
1.35456e-02,1.56,1.56
1.35488e-02,1.56,1.48
1.35520e-02,1.56,1.56
1.35552e-02,1.52,1.48
1.35584e-02,1.52,1.6
1.35616e-02,1.52,1.48
1.35648e-02,1.56,1.56
1.35680e-02,1.52,1.48
1.35712e-02,1.52,1.56
1.35744e-02,1.52,1.48
1.35776e-02,1.56,1.56
1.35808e-02,1.56,1.48
1.35840e-02,1.52,1.56
1.35872e-02,1.52,1.48
1.35904e-02,1.52,1.56
1.35936e-02,1.52,1.48
1.35968e-02,1.52,1.56
1.36000e-02,1.52,1.48
1.36032e-02,1.52,1.56
1.36064e-02,1.52,1.48
1.36096e-02,1.52,1.56
1.36128e-02,1.56,1.48
1.36160e-02,1.56,1.56
1.36192e-02,1.56,1.48
1.36224e-02,1.52,1.56
1.36256e-02,1.52,1.48
1.36288e-02,1.52,1.56
1.36320e-02,1.52,1.48
1.36352e-02,1.52,1.56
1.36384e-02,1.52,1.48
1.36416e-02,1.52,1.56
1.36448e-02,1.52,1.48
1.36480e-02,1.52,1.56
1.36512e-02,1.52,1.44
1.36544e-02,1.52,1.56
1.36576e-02,1.52,1.48
1.36608e-02,1.52,1.56
1.36640e-02,1.52,1.48
1.36672e-02,1.52,1.56
1.36704e-02,1.48,1.48
1.36736e-02,1.52,1.56
1.36768e-02,1.52,1.44
1.36800e-02,1.48,1.56
1.36832e-02,1.48,1.44
1.36864e-02,1.52,1.56
1.36896e-02,1.52,1.44
1.36928e-02,1.48,1.56
1.36960e-02,1.48,1.44
1.36992e-02,1.52,1.56
1.37024e-02,1.48,1.44
1.37056e-02,1.48,1.56
1.37088e-02,1.48,1.44
1.37120e-02,1.52,1.56
1.37152e-02,1.48,1.44
1.37184e-02,1.52,1.52
1.37216e-02,1.52,1.44
1.37248e-02,1.52,1.52
1.37280e-02,1.48,1.44
1.37312e-02,1.48,1.56
1.37344e-02,1.48,1.44
1.37376e-02,1.52,1.52
1.37408e-02,1.48,1.44
1.37440e-02,1.48,1.52
1.37472e-02,1.48,1.44
1.37504e-02,1.48,1.52
1.37536e-02,1.52,1.44
1.37568e-02,1.48,1.52
1.37600e-02,1.48,1.44
1.37632e-02,1.48,1.52
1.37664e-02,1.48,1.44
1.37696e-02,1.48,1.52
1.37728e-02,1.48,1.44
1.37760e-02,1.48,1.52
1.37792e-02,1.48,1.44
1.37824e-02,1.48,1.52
1.37856e-02,1.48,1.44
1.37888e-02,1.48,1.52
1.37920e-02,1.48,1.44
1.37952e-02,1.48,1.52
1.37984e-02,1.48,1.4
1.38016e-02,1.48,1.52
1.38048e-02,1.48,1.44
1.38080e-02,1.48,1.52
1.38112e-02,1.48,1.44
1.38144e-02,1.48,1.52
1.38176e-02,1.48,1.4
1.38208e-02,1.48,1.52
1.38240e-02,1.48,1.4
1.38272e-02,1.48,1.52
1.38304e-02,1.44,1.4
1.38336e-02,1.48,1.52
1.38368e-02,1.48,1.4
1.38400e-02,1.44,1.52
1.38432e-02,1.48,1.4
1.38464e-02,1.48,1.52
1.38496e-02,1.48,1.4
1.38528e-02,1.44,1.52
1.38560e-02,1.48,1.4
1.38592e-02,1.48,1.52
1.38624e-02,1.48,1.4
1.38656e-02,1.48,1.52
1.38688e-02,1.48,1.4
1.38720e-02,1.48,1.52
1.38752e-02,1.48,1.4
1.38784e-02,1.44,1.52
1.38816e-02,1.48,1.4
1.38848e-02,1.48,1.52
1.38880e-02,1.48,1.4
1.38912e-02,1.48,1.52
1.38944e-02,1.44,1.4
1.38976e-02,1.48,1.52
1.39008e-02,1.48,1.4
1.39040e-02,1.44,1.52
1.39072e-02,1.48,1.4
1.39104e-02,1.48,1.48
1.39136e-02,1.44,1.4
1.39168e-02,1.48,1.48
1.39200e-02,1.44,1.4
1.39232e-02,1.44,1.48
1.39264e-02,1.48,1.4
1.39296e-02,1.44,1.48
1.39328e-02,1.48,1.4
1.39360e-02,1.48,1.48
1.39392e-02,1.44,1.4
1.39424e-02,1.44,1.48
1.39456e-02,1.44,1.4
1.39488e-02,1.48,1.52
1.39520e-02,1.48,1.4
1.39552e-02,1.44,1.48
1.39584e-02,1.44,1.4
1.39616e-02,1.44,1.48
1.39648e-02,1.44,1.4
1.39680e-02,1.48,1.48
1.39712e-02,1.44,1.4
1.39744e-02,1.48,1.48
1.39776e-02,1.48,1.4
1.39808e-02,1.44,1.48
1.39840e-02,1.44,1.4
1.39872e-02,1.48,1.48
1.39904e-02,1.44,1.4
1.39936e-02,1.48,1.48
1.39968e-02,1.44,1.4
1.40000e-02,1.44,1.48
1.40032e-02,1.48,1.4
1.40064e-02,1.48,1.48
1.40096e-02,1.48,1.4
1.40128e-02,1.44,1.48
1.40160e-02,1.44,1.4
1.40192e-02,1.44,1.48
1.40224e-02,1.48,1.4
1.40256e-02,1.44,1.48
1.40288e-02,1.44,1.4
1.40320e-02,1.44,1.48
1.40352e-02,1.44,1.4
1.40384e-02,1.44,1.48
1.40416e-02,1.44,1.4
1.40448e-02,1.44,1.48
1.40480e-02,1.44,1.4
1.40512e-02,1.44,1.48
1.40544e-02,1.44,1.4
1.40576e-02,1.44,1.48
1.40608e-02,1.44,1.4
1.40640e-02,1.44,1.48
1.40672e-02,1.44,1.4
1.40704e-02,1.44,1.48
1.40736e-02,1.44,1.4
1.40768e-02,1.44,1.48
1.40800e-02,1.44,1.4
1.40832e-02,1.44,1.48
1.40864e-02,1.44,1.4
1.40896e-02,1.44,1.48
1.40928e-02,1.44,1.4
1.40960e-02,1.4,1.48
1.40992e-02,1.44,1.4
1.41024e-02,1.44,1.48
1.41056e-02,1.4,1.4
1.41088e-02,1.44,1.48
1.41120e-02,1.44,1.36
1.41152e-02,1.44,1.48
1.41184e-02,1.44,1.4
1.41216e-02,1.44,1.48
1.41248e-02,1.44,1.36
1.41280e-02,1.44,1.48
1.41312e-02,1.44,1.36
1.41344e-02,1.44,1.48
1.41376e-02,1.44,1.36
1.41408e-02,1.44,1.48
1.41440e-02,1.44,1.36
1.41472e-02,1.4,1.48
1.41504e-02,1.44,1.36
1.41536e-02,1.44,1.48
1.41568e-02,1.4,1.36
1.41600e-02,1.4,1.48
1.41632e-02,1.44,1.36
1.41664e-02,1.44,1.48
1.41696e-02,1.44,1.36
1.41728e-02,1.44,1.48
1.41760e-02,1.4,1.36
1.41792e-02,1.44,1.48
1.41824e-02,1.44,1.36
1.41856e-02,1.4,1.48
1.41888e-02,1.44,1.36
1.41920e-02,1.4,1.48
1.41952e-02,1.4,1.36
1.41984e-02,1.4,1.48
1.42016e-02,1.4,1.36
1.42048e-02,1.4,1.44
1.42080e-02,1.4,1.36
1.42112e-02,1.4,1.44
1.42144e-02,1.4,1.36
1.42176e-02,1.4,1.44
1.42208e-02,1.4,1.36
1.42240e-02,1.44,1.48
1.42272e-02,1.4,1.36
1.42304e-02,1.4,1.44
1.42336e-02,1.4,1.36
1.42368e-02,1.4,1.44
1.42400e-02,1.4,1.36
1.42432e-02,1.4,1.44
1.42464e-02,1.4,1.36
1.42496e-02,1.4,1.44
1.42528e-02,1.4,1.36
1.42560e-02,1.4,1.44
1.42592e-02,1.4,1.36
1.42624e-02,1.4,1.44
1.42656e-02,1.4,1.36
1.42688e-02,1.4,1.44
1.42720e-02,1.4,1.36
1.42752e-02,1.4,1.44
1.42784e-02,1.4,1.36
1.42816e-02,1.4,1.44
1.42848e-02,1.4,1.36
1.42880e-02,1.4,1.44
1.42912e-02,1.4,1.36
1.42944e-02,1.4,1.44
1.42976e-02,1.4,1.36
1.43008e-02,1.4,1.44
1.43040e-02,1.36,1.36
1.43072e-02,1.4,1.44
1.43104e-02,1.4,1.36
1.43136e-02,1.4,1.4
1.43168e-02,1.4,1.36
1.43200e-02,1.36,1.44
1.43232e-02,1.4,1.32
