Model,DPO2014B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
1.95680e-01,-1.12,-1.2
1.95683e-01,-1.12,-1.08
1.95686e-01,-1.12,-1.2
1.95690e-01,-1.12,-1.08
1.95693e-01,-1.12,-1.2
1.95696e-01,-1.12,-1.08
1.95699e-01,-1.12,-1.2
1.95702e-01,-1.12,-1.08
1.95706e-01,-1.12,-1.2
1.95709e-01,-1.12,-1.08
1.95712e-01,-1.12,-1.2
1.95715e-01,-1.12,-1.08
1.95718e-01,-1.12,-1.2
1.95722e-01,-1.12,-1.08
1.95725e-01,-1.12,-1.2
1.95728e-01,-1.12,-1.08
1.95731e-01,-1.12,-1.2
1.95734e-01,-1.12,-1.08
1.95738e-01,-1.12,-1.2
1.95741e-01,-1.12,-1.08
1.95744e-01,-1.12,-1.2
1.95747e-01,-1.08,-1.08
1.95750e-01,-1.12,-1.2
1.95754e-01,-1.12,-1.08
1.95757e-01,-1.12,-1.2
1.95760e-01,-1.08,-1.08
1.95763e-01,-1.12,-1.2
1.95766e-01,-1.12,-1.08
1.95770e-01,-1.12,-1.2
1.95773e-01,-1.12,-1.08
1.95776e-01,-1.12,-1.2
1.95779e-01,-1.12,-1.08
1.95782e-01,-1.12,-1.2
1.95786e-01,-1.08,-1.08
1.95789e-01,-1.12,-1.2
1.95792e-01,-1.12,-1.08
1.95795e-01,-1.12,-1.2
1.95798e-01,-1.12,-1.08
1.95802e-01,-1.08,-1.2
1.95805e-01,-1.12,-1.08
1.95808e-01,-1.12,-1.2
1.95811e-01,-1.12,-1.08
1.95814e-01,-1.12,-1.2
1.95818e-01,-1.12,-1.08
1.95821e-01,-1.12,-1.2
1.95824e-01,-1.12,-1.08
1.95827e-01,-1.12,-1.2
1.95830e-01,-1.12,-1.08
1.95834e-01,-1.12,-1.2
1.95837e-01,-1.12,-1.08
1.95840e-01,-1.08,-1.2
1.95843e-01,-1.12,-1.08
1.95846e-01,-1.12,-1.2
1.95850e-01,-1.12,-1.08
1.95853e-01,-1.12,-1.2
1.95856e-01,-1.12,-1.08
1.95859e-01,-1.08,-1.2
1.95862e-01,-1.12,-1.08
1.95866e-01,-1.12,-1.2
1.95869e-01,-1.12,-1.08
1.95872e-01,-1.12,-1.2
1.95875e-01,-1.12,-1.08
1.95878e-01,-1.12,-1.2
1.95882e-01,-1.12,-1.08
1.95885e-01,-1.08,-1.2
1.95888e-01,-1.12,-1.08
1.95891e-01,-1.12,-1.2
1.95894e-01,-1.08,-1.08
1.95898e-01,-1.12,-1.16
1.95901e-01,-1.12,-1.08
1.95904e-01,-1.12,-1.16
1.95907e-01,-1.12,-1.08
1.95910e-01,-1.12,-1.2
1.95914e-01,-1.12,-1.08
1.95917e-01,-1.12,-1.2
1.95920e-01,-1.08,-1.08
1.95923e-01,-1.12,-1.2
1.95926e-01,-1.12,-1.08
1.95930e-01,-1.12,-1.2
1.95933e-01,-1.12,-1.08
1.95936e-01,-1.12,-1.16
1.95939e-01,-1.12,-1.08
1.95942e-01,-1.12,-1.16
1.95946e-01,-1.12,-1.08
1.95949e-01,-1.12,-1.16
1.95952e-01,-1.08,-1.08
1.95955e-01,-1.12,-1.2
1.95958e-01,-1.12,-1.08
1.95962e-01,-1.08,-1.16
1.95965e-01,-1.12,-1.08
1.95968e-01,-1.12,-1.2
1.95971e-01,-1.12,-1.08
1.95974e-01,-1.08,-1.2
1.95978e-01,-1.12,-1.08
1.95981e-01,-1.12,-1.2
1.95984e-01,-1.12,-1.08
1.95987e-01,-1.12,-1.2
1.95990e-01,-1.12,-1.08
1.95994e-01,-1.08,-1.2
1.95997e-01,-1.12,-1.08
1.96000e-01,-1.12,-1.16
1.96003e-01,-1.08,-1.08
1.96006e-01,-1.12,-1.16
1.96010e-01,-1.08,-1.08
1.96013e-01,-1.12,-1.16
1.96016e-01,-1.12,-1.08
1.96019e-01,-1.12,-1.16
1.96022e-01,-1.08,-1.08
1.96026e-01,-1.08,-1.16
1.96029e-01,-1.12,-1.08
1.96032e-01,-1.12,-1.16
1.96035e-01,-1.12,-1.04
1.96038e-01,-1.12,-1.2
1.96042e-01,-1.12,-1.08
1.96045e-01,-1.12,-1.16
1.96048e-01,-1.12,-1.08
1.96051e-01,-1.12,-1.2
1.96054e-01,-1.08,-1.08
1.96058e-01,-1.12,-1.16
1.96061e-01,-1.12,-1.08
1.96064e-01,-1.08,-1.16
1.96067e-01,-1.08,-1.08
1.96070e-01,-1.12,-1.16
1.96074e-01,-1.08,-1.08
1.96077e-01,-1.12,-1.16
1.96080e-01,-1.12,-1.08
1.96083e-01,-1.12,-1.16
1.96086e-01,-1.08,-1.08
1.96090e-01,-1.08,-1.16
1.96093e-01,-1.08,-1.08
1.96096e-01,-1.12,-1.16
1.96099e-01,-1.12,-1.08
1.96102e-01,-1.08,-1.16
1.96106e-01,-1.08,-1.08
1.96109e-01,-1.12,-1.2
1.96112e-01,-1.12,-1.08
1.96115e-01,-1.08,-1.16
1.96118e-01,-1.12,-1.04
1.96122e-01,-1.12,-1.16
1.96125e-01,-1.08,-1.08
1.96128e-01,-1.12,-1.16
1.96131e-01,-1.12,-1.08
1.96134e-01,-1.08,-1.16
1.96138e-01,-1.12,-1.08
1.96141e-01,-1.12,-1.16
1.96144e-01,-1.12,-1.08
1.96147e-01,-1.08,-1.16
1.96150e-01,-1.12,-1.08
1.96154e-01,-1.12,-1.16
1.96157e-01,-1.12,-1.08
1.96160e-01,-1.12,-1.16
1.96163e-01,-1.12,-1.08
1.96166e-01,-1.12,-1.16
1.96170e-01,-1.08,-1.08
1.96173e-01,-1.08,-1.16
1.96176e-01,-1.12,-1.08
1.96179e-01,-1.12,-1.16
1.96182e-01,-1.12,-1.04
1.96186e-01,-1.08,-1.16
1.96189e-01,-1.12,-1.08
1.96192e-01,-1.12,-1.16
1.96195e-01,-1.12,-1.08
1.96198e-01,-1.12,-1.16
1.96202e-01,-1.08,-1.08
1.96205e-01,-1.08,-1.16
1.96208e-01,-1.08,-1.08
1.96211e-01,-1.08,-1.16
1.96214e-01,-1.12,-1.04
1.96218e-01,-1.08,-1.16
1.96221e-01,-1.12,-1.08
1.96224e-01,-1.08,-1.16
1.96227e-01,-1.08,-1.08
1.96230e-01,-1.08,-1.16
1.96234e-01,-1.08,-1.08
1.96237e-01,-1.08,-1.16
1.96240e-01,-1.12,-1.08
1.96243e-01,-1.12,-1.16
1.96246e-01,-1.08,-1.08
1.96250e-01,-1.12,-1.16
1.96253e-01,-1.12,-1.08
1.96256e-01,-1.12,-1.16
1.96259e-01,-1.08,-1.04
1.96262e-01,-1.08,-1.2
1.96266e-01,-1.08,-1.08
1.96269e-01,-1.12,-1.16
1.96272e-01,-1.12,-1.08
1.96275e-01,-1.08,-1.16
1.96278e-01,-1.08,-1.08
1.96282e-01,-1.12,-1.16
1.96285e-01,-1.08,-1.08
1.96288e-01,-1.12,-1.16
1.96291e-01,-1.12,-1.08
1.96294e-01,-1.12,-1.16
1.96298e-01,-1.08,-1.08
1.96301e-01,-1.08,-1.16
1.96304e-01,-1.12,-1.08
1.96307e-01,-1.08,-1.16
1.96310e-01,-1.08,-1.08
1.96314e-01,-1.08,-1.16
1.96317e-01,-1.12,-1.08
1.96320e-01,-1.12,-1.16
1.96323e-01,-1.12,-1.04
1.96326e-01,-1.08,-1.16
1.96330e-01,-1.12,-1.08
1.96333e-01,-1.12,-1.16
1.96336e-01,-1.12,-1.04
1.96339e-01,-1.12,-1.16
1.96342e-01,-1.12,-1.08
1.96346e-01,-1.12,-1.16
1.96349e-01,-1.12,-1.08
1.96352e-01,-1.08,-1.16
1.96355e-01,-1.12,-1.08
1.96358e-01,-1.08,-1.16
1.96362e-01,-1.12,-1.08
1.96365e-01,-1.12,-1.16
1.96368e-01,-1.12,-1.08
1.96371e-01,-1.08,-1.16
1.96374e-01,-1.12,-1.08
1.96378e-01,-1.08,-1.16
1.96381e-01,-1.12,-1.08
1.96384e-01,-1.12,-1.16
1.96387e-01,-1.08,-1.04
1.96390e-01,-1.08,-1.16
1.96394e-01,-1.12,-1.08
1.96397e-01,-1.08,-1.16
1.96400e-01,-1.08,-1.08
1.96403e-01,-1.08,-1.16
1.96406e-01,-1.08,-1.08
1.96410e-01,-1.12,-1.16
1.96413e-01,-1.08,-1.08
1.96416e-01,-1.08,-1.16
1.96419e-01,-1.12,-1.08
1.96422e-01,-1.12,-1.16
1.96426e-01,-1.08,-1.08
1.96429e-01,-1.08,-1.16
1.96432e-01,-1.08,-1.08
1.96435e-01,-1.08,-1.16
1.96438e-01,-1.12,-1.04
1.96442e-01,-1.12,-1.16
1.96445e-01,-1.12,-1.08
1.96448e-01,-1.08,-1.16
1.96451e-01,-1.12,-1.04
1.96454e-01,-1.08,-1.16
1.96458e-01,-1.08,-1.04
1.96461e-01,-1.08,-1.16
1.96464e-01,-1.12,-1.08
1.96467e-01,-1.08,-1.16
1.96470e-01,-1.12,-1.04
1.96474e-01,-1.12,-1.16
1.96477e-01,-1.08,-1.04
1.96480e-01,-1.08,-1.16
1.96483e-01,-1.08,-1.04
1.96486e-01,-1.08,-1.16
1.96490e-01,-1.08,-1.04
1.96493e-01,-1.08,-1.16
1.96496e-01,-1.08,-1.04
1.96499e-01,-1.12,-1.16
1.96502e-01,-1.08,-1.04
1.96506e-01,-1.08,-1.16
1.96509e-01,-1.08,-1.04
1.96512e-01,-1.08,-1.16
1.96515e-01,-1.04,-1.04
1.96518e-01,-1.12,-1.16
1.96522e-01,-1.08,-1.04
1.96525e-01,-1.08,-1.16
1.96528e-01,-1.08,-1.04
1.96531e-01,-1.12,-1.16
1.96534e-01,-1.12,-1.04
1.96538e-01,-1.08,-1.16
1.96541e-01,-1.08,-1.04
1.96544e-01,-1.08,-1.16
1.96547e-01,-1.08,-1.04
1.96550e-01,-1.08,-1.16
1.96554e-01,-1.12,-1.04
1.96557e-01,-1.08,-1.16
1.96560e-01,-1.08,-1.04
1.96563e-01,-1.08,-1.16
1.96566e-01,-1.12,-1.04
1.96570e-01,-1.08,-1.16
1.96573e-01,-1.08,-1.04
1.96576e-01,-1.08,-1.16
1.96579e-01,-1.08,-1.04
1.96582e-01,-1.12,-1.16
1.96586e-01,-1.04,-1.04
1.96589e-01,-1.08,-1.16
1.96592e-01,-1.08,-1.04
1.96595e-01,-1.08,-1.16
1.96598e-01,-1.08,-1.04
1.96602e-01,-1.08,-1.16
1.96605e-01,-1.08,-1.04
1.96608e-01,-1.08,-1.16
1.96611e-01,-1.08,-1.04
1.96614e-01,-1.08,-1.16
1.96618e-01,-1.12,-1.04
1.96621e-01,-1.08,-1.16
1.96624e-01,-1.08,-1.04
1.96627e-01,-1.08,-1.16
1.96630e-01,-1.08,-1.04
1.96634e-01,-1.08,-1.16
1.96637e-01,-1.08,-1.04
1.96640e-01,-1.08,-1.16
1.96643e-01,-1.08,-1.04
1.96646e-01,-1.08,-1.16
1.96650e-01,-1.12,-1.04
1.96653e-01,-1.08,-1.16
1.96656e-01,-1.08,-1.04
1.96659e-01,-1.08,-1.16
1.96662e-01,-1.08,-1.04
1.96666e-01,-1.12,-1.16
1.96669e-01,-1.08,-1.04
1.96672e-01,-1.08,-1.16
1.96675e-01,-1.08,-1.04
1.96678e-01,-1.08,-1.16
1.96682e-01,-1.08,-1.04
1.96685e-01,-1.08,-1.16
1.96688e-01,-1.08,-1.04
1.96691e-01,-1.08,-1.16
1.96694e-01,-1.08,-1.04
1.96698e-01,-1.12,-1.16
1.96701e-01,-1.08,-1.04
1.96704e-01,-1.08,-1.16
1.96707e-01,-1.08,-1.04
1.96710e-01,-1.08,-1.16
1.96714e-01,-1.08,-1.04
1.96717e-01,-1.08,-1.16
1.96720e-01,-1.08,-1.04
1.96723e-01,-1.08,-1.16
1.96726e-01,-1.08,-1.04
1.96730e-01,-1.08,-1.16
1.96733e-01,-1.08,-1.04
1.96736e-01,-1.08,-1.16
1.96739e-01,-1.08,-1.04
1.96742e-01,-1.12,-1.16
1.96746e-01,-1.08,-1.04
1.96749e-01,-1.08,-1.16
1.96752e-01,-1.08,-1.04
1.96755e-01,-1.08,-1.16
1.96758e-01,-1.08,-1.04
1.96762e-01,-1.08,-1.16
1.96765e-01,-1.08,-1.04
1.96768e-01,-1.08,-1.16
1.96771e-01,-1.04,-1.04
1.96774e-01,-1.08,-1.16
1.96778e-01,-1.08,-1.04
1.96781e-01,-1.08,-1.16
1.96784e-01,-1.08,-1.04
1.96787e-01,-1.08,-1.16
1.96790e-01,-1.08,-1.04
1.96794e-01,-1.08,-1.16
1.96797e-01,-1.08,-1.04
1.96800e-01,-1.08,-1.16
1.96803e-01,-1.08,-1.04
1.96806e-01,-1.08,-1.16
1.96810e-01,-1.08,-1.04
1.96813e-01,-1.08,-1.16
1.96816e-01,-1.08,-1.04
1.96819e-01,-1.08,-1.16
1.96822e-01,-1.08,-1.04
1.96826e-01,-1.08,-1.16
1.96829e-01,-1.08,-1.04
1.96832e-01,-1.08,-1.16
1.96835e-01,-1.08,-1.04
1.96838e-01,-1.08,-1.16
1.96842e-01,-1.08,-1.04
1.96845e-01,-1.08,-1.16
1.96848e-01,-1.08,-1.04
1.96851e-01,-1.04,-1.16
1.96854e-01,-1.12,-1.04
1.96858e-01,-1.08,-1.16
1.96861e-01,-1.08,-1.04
1.96864e-01,-1.08,-1.16
1.96867e-01,-1.08,-1.04
1.96870e-01,-1.08,-1.16
1.96874e-01,-1.12,-1.04
1.96877e-01,-1.08,-1.16
1.96880e-01,-1.08,-1.04
1.96883e-01,-1.08,-1.16
1.96886e-01,-1.08,-1.04
1.96890e-01,-1.08,-1.16
1.96893e-01,-1.08,-1.04
1.96896e-01,-1.08,-1.16
1.96899e-01,-1.08,-1.04
1.96902e-01,-1.08,-1.16
1.96906e-01,-1.04,-1.04
1.96909e-01,-1.08,-1.16
1.96912e-01,-1.08,-1.04
1.96915e-01,-1.08,-1.16
1.96918e-01,-1.08,-1.04
1.96922e-01,-1.08,-1.16
1.96925e-01,-1.08,-1.04
1.96928e-01,-1.08,-1.16
1.96931e-01,-1.08,-1.04
1.96934e-01,-1.08,-1.16
1.96938e-01,-1.08,-1.04
1.96941e-01,-1.08,-1.16
1.96944e-01,-1.08,-1.04
1.96947e-01,-1.08,-1.16
1.96950e-01,-1.08,-1.04
1.96954e-01,-1.08,-1.16
1.96957e-01,-1.08,-1.04
1.96960e-01,-1.08,-1.16
1.96963e-01,-1.08,-1.04
1.96966e-01,-1.08,-1.16
1.96970e-01,-1.04,-1.04
1.96973e-01,-1.08,-1.16
1.96976e-01,-1.08,-1.04
1.96979e-01,-1.08,-1.16
1.96982e-01,-1.08,-1.04
1.96986e-01,-1.08,-1.12
1.96989e-01,-1.08,-1.04
1.96992e-01,-1.08,-1.16
1.96995e-01,-1.08,-1.04
1.96998e-01,-1.04,-1.12
1.97002e-01,-1.04,-1.04
1.97005e-01,-1.08,-1.12
1.97008e-01,-1.08,-1.04
1.97011e-01,-1.04,-1.12
1.97014e-01,-1.04,-1.04
1.97018e-01,-1.08,-1.16
1.97021e-01,-1.08,-1.04
1.97024e-01,-1.08,-1.12
1.97027e-01,-1.08,-1.04
1.97030e-01,-1.04,-1.12
1.97034e-01,-1.08,-1.04
1.97037e-01,-1.08,-1.12
1.97040e-01,-1.08,-1.04
1.97043e-01,-1.04,-1.16
1.97046e-01,-1.08,-1.04
1.97050e-01,-1.08,-1.12
1.97053e-01,-1.08,-1.04
1.97056e-01,-1.08,-1.12
1.97059e-01,-1.04,-1.04
1.97062e-01,-1.08,-1.12
1.97066e-01,-1.08,-1.04
1.97069e-01,-1.08,-1.12
1.97072e-01,-1.04,-1.04
1.97075e-01,-1.08,-1.16
1.97078e-01,-1.08,-1.04
1.97082e-01,-1.08,-1.12
1.97085e-01,-1.08,-1.04
1.97088e-01,-1.08,-1.16
1.97091e-01,-1.08,-1.04
1.97094e-01,-1.08,-1.16
1.97098e-01,-1.04,-1.04
1.97101e-01,-1.08,-1.12
1.97104e-01,-1.08,-1.04
1.97107e-01,-1.08,-1.12
1.97110e-01,-1.04,-1.04
1.97114e-01,-1.08,-1.12
1.97117e-01,-1.08,-1.04
1.97120e-01,-1.08,-1.16
1.97123e-01,-1.08,-1.04
1.97126e-01,-1.08,-1.16
1.97130e-01,-1.08,-1.04
1.97133e-01,-1.08,-1.12
1.97136e-01,-1.08,-1.04
1.97139e-01,-1.08,-1.12
1.97142e-01,-1.08,-1.04
1.97146e-01,-1.04,-1.12
1.97149e-01,-1.08,-1.04
1.97152e-01,-1.08,-1.12
1.97155e-01,-1.08,-1.04
1.97158e-01,-1.08,-1.12
1.97162e-01,-1.08,-1.04
1.97165e-01,-1.04,-1.12
1.97168e-01,-1.08,-1.04
1.97171e-01,-1.08,-1.12
1.97174e-01,-1.08,-1.04
1.97178e-01,-1.08,-1.16
1.97181e-01,-1.08,-1.04
1.97184e-01,-1.08,-1.12
1.97187e-01,-1.08,-1.04
1.97190e-01,-1.08,-1.12
1.97194e-01,-1.08,-1.04
1.97197e-01,-1.08,-1.12
1.97200e-01,-1.04,-1.04
1.97203e-01,-1.04,-1.12
1.97206e-01,-1.08,-1.04
1.97210e-01,-1.04,-1.16
1.97213e-01,-1.04,-1.04
1.97216e-01,-1.08,-1.12
1.97219e-01,-1.08,-1.04
1.97222e-01,-1.04,-1.12
1.97226e-01,-1.08,-1.04
1.97229e-01,-1.08,-1.12
1.97232e-01,-1.08,-1.04
1.97235e-01,-1.04,-1.12
1.97238e-01,-1.04,-1.04
1.97242e-01,-1.04,-1.12
1.97245e-01,-1.04,-1.04
1.97248e-01,-1.08,-1.12
1.97251e-01,-1.04,-1.04
1.97254e-01,-1.04,-1.12
1.97258e-01,-1.04,-1.04
1.97261e-01,-1.08,-1.12
1.97264e-01,-1.08,-1.04
1.97267e-01,-1.04,-1.12
1.97270e-01,-1.08,-1.04
1.97274e-01,-1.08,-1.12
1.97277e-01,-1.04,-1.04
1.97280e-01,-1.08,-1.12
1.97283e-01,-1.04,-1.04
1.97286e-01,-1.04,-1.12
1.97290e-01,-1.08,-1.04
1.97293e-01,-1.08,-1.16
1.97296e-01,-1.08,-1.04
1.97299e-01,-1.08,-1.12
1.97302e-01,-1.08,-1.04
1.97306e-01,-1.08,-1.16
1.97309e-01,-1.04,-1.04
1.97312e-01,-1.08,-1.12
1.97315e-01,-1.08,-1.04
1.97318e-01,-1.04,-1.12
1.97322e-01,-1.08,-1.04
1.97325e-01,-1.04,-1.12
1.97328e-01,-1.04,-1
1.97331e-01,-1.08,-1.12
1.97334e-01,-1.08,-1.04
1.97338e-01,-1.04,-1.12
1.97341e-01,-1.04,-1.04
1.97344e-01,-1.04,-1.12
1.97347e-01,-1.04,-1
1.97350e-01,-1.04,-1.12
1.97354e-01,-1.04,-1.04
1.97357e-01,-1.04,-1.12
1.97360e-01,-1.08,-1.04
1.97363e-01,-1.04,-1.12
1.97366e-01,-1.04,-1.04
1.97370e-01,-1.04,-1.12
1.97373e-01,-1.04,-1.04
1.97376e-01,-1.08,-1.12
1.97379e-01,-1.08,-1.04
1.97382e-01,-1.08,-1.12
1.97386e-01,-1.08,-1.04
1.97389e-01,-1.08,-1.12
1.97392e-01,-1.08,-1.04
1.97395e-01,-1.04,-1.12
1.97398e-01,-1.04,-1.04
1.97402e-01,-1.04,-1.12
1.97405e-01,-1.08,-1
1.97408e-01,-1.04,-1.12
1.97411e-01,-1.04,-1
1.97414e-01,-1.04,-1.12
1.97418e-01,-1.04,-1
1.97421e-01,-1.04,-1.12
1.97424e-01,-1.04,-1.04
1.97427e-01,-1.04,-1.12
1.97430e-01,-1.04,-1
1.97434e-01,-1.08,-1.12
1.97437e-01,-1.04,-1.04
1.97440e-01,-1.08,-1.12
1.97443e-01,-1.08,-1
1.97446e-01,-1.08,-1.12
1.97450e-01,-1.04,-1
1.97453e-01,-1.04,-1.12
1.97456e-01,-1.04,-1
1.97459e-01,-1.04,-1.12
1.97462e-01,-1.04,-1
1.97466e-01,-1.08,-1.12
1.97469e-01,-1.08,-1
1.97472e-01,-1.08,-1.12
1.97475e-01,-1.04,-1
1.97478e-01,-1.08,-1.12
1.97482e-01,-1.04,-1
1.97485e-01,-1.04,-1.12
1.97488e-01,-1.04,-1
1.97491e-01,-1.04,-1.12
1.97494e-01,-1.04,-1
1.97498e-01,-1.08,-1.12
1.97501e-01,-1.04,-1
1.97504e-01,-1.04,-1.12
1.97507e-01,-1.08,-1
1.97510e-01,-1.04,-1.12
1.97514e-01,-1.04,-1
1.97517e-01,-1.04,-1.12
1.97520e-01,-1.04,-1
1.97523e-01,-1.04,-1.12
1.97526e-01,-1.04,-1
1.97530e-01,-1.08,-1.12
1.97533e-01,-1.04,-1
1.97536e-01,-1.04,-1.12
1.97539e-01,-1.04,-1
1.97542e-01,-1.04,-1.12
1.97546e-01,-1.08,-1
1.97549e-01,-1.04,-1.12
1.97552e-01,-1.08,-1
1.97555e-01,-1.04,-1.12
1.97558e-01,-1.04,-1
1.97562e-01,-1.08,-1.12
1.97565e-01,-1.08,-1
1.97568e-01,-1.04,-1.12
1.97571e-01,-1.04,-1
1.97574e-01,-1.04,-1.12
1.97578e-01,-1.04,-1
1.97581e-01,-1.04,-1.12
1.97584e-01,-1.04,-1
1.97587e-01,-1.08,-1.12
1.97590e-01,-1.08,-1
1.97594e-01,-1.04,-1.12
1.97597e-01,-1.04,-1
1.97600e-01,-1.04,-1.12
1.97603e-01,-1.04,-1
1.97606e-01,-1.04,-1.12
1.97610e-01,-1.04,-1
1.97613e-01,-1.04,-1.12
1.97616e-01,-1.04,-1
1.97619e-01,-1.04,-1.12
1.97622e-01,-1.04,-1
1.97626e-01,-1.04,-1.12
1.97629e-01,-1.04,-1
1.97632e-01,-1.04,-1.12
1.97635e-01,-1.04,-1
1.97638e-01,-1.04,-1.12
1.97642e-01,-1.04,-1
1.97645e-01,-1.04,-1.12
1.97648e-01,-1.04,-1
1.97651e-01,-1.04,-1.12
1.97654e-01,-1.04,-1
1.97658e-01,-1.04,-1.12
1.97661e-01,-1.04,-1
1.97664e-01,-1.04,-1.12
1.97667e-01,-1.04,-1
1.97670e-01,-1.04,-1.12
1.97674e-01,-1.04,-1
1.97677e-01,-1.04,-1.12
1.97680e-01,-1.04,-1
1.97683e-01,-1.04,-1.12
1.97686e-01,-1.04,-1
1.97690e-01,-1.04,-1.12
1.97693e-01,-1.04,-1
1.97696e-01,-1.04,-1.12
1.97699e-01,-1.04,-1
1.97702e-01,-1.04,-1.12
1.97706e-01,-1.04,-1
1.97709e-01,-1.04,-1.12
1.97712e-01,-1.04,-1
1.97715e-01,-1.04,-1.12
1.97718e-01,-1,-1
1.97722e-01,-1.08,-1.12
1.97725e-01,-1.04,-1
1.97728e-01,-1.04,-1.12
1.97731e-01,-1.04,-1
1.97734e-01,-1.04,-1.12
1.97738e-01,-1.04,-1
1.97741e-01,-1.04,-1.12
1.97744e-01,-1.04,-1
1.97747e-01,-1.08,-1.12
1.97750e-01,-1.04,-1
1.97754e-01,-1.04,-1.12
1.97757e-01,-1.04,-1
1.97760e-01,-1.04,-1.12
1.97763e-01,-1.04,-1
1.97766e-01,-1.04,-1.12
1.97770e-01,-1.04,-1
1.97773e-01,-1.04,-1.12
1.97776e-01,-1.04,-1
1.97779e-01,-1.04,-1.12
1.97782e-01,-1.04,-1
1.97786e-01,-1.04,-1.12
1.97789e-01,-1.04,-1
1.97792e-01,-1.04,-1.08
1.97795e-01,-1,-1
1.97798e-01,-1.04,-1.12
1.97802e-01,-1.04,-1
1.97805e-01,-1.04,-1.12
1.97808e-01,-1.04,-1
1.97811e-01,-1.04,-1.12
1.97814e-01,-1.04,-1
1.97818e-01,-1.04,-1.12
1.97821e-01,-1.04,-1
1.97824e-01,-1.04,-1.12
1.97827e-01,-1.04,-1
1.97830e-01,-1.04,-1.12
1.97834e-01,-1.04,-1
1.97837e-01,-1.04,-1.12
1.97840e-01,-1.04,-1
1.97843e-01,-1.04,-1.12
1.97846e-01,-1.04,-1
1.97850e-01,-1.04,-1.12
1.97853e-01,-1.04,-1
1.97856e-01,-1.04,-1.08
1.97859e-01,-1.04,-1
1.97862e-01,-1.04,-1.08
1.97866e-01,-1.04,-1
1.97869e-01,-1,-1.12
1.97872e-01,-1.04,-1
1.97875e-01,-1.04,-1.08
1.97878e-01,-1.04,-1
1.97882e-01,-1.04,-1.12
1.97885e-01,-1.04,-1
1.97888e-01,-1.04,-1.12
1.97891e-01,-1.04,-1
1.97894e-01,-1.04,-1.08
1.97898e-01,-1.04,-1
1.97901e-01,-1.04,-1.08
1.97904e-01,-1.04,-1
1.97907e-01,-1.04,-1.08
1.97910e-01,-1,-1
1.97914e-01,-1.04,-1.12
1.97917e-01,-1.04,-1
1.97920e-01,-1.04,-1.08
1.97923e-01,-1.04,-1
1.97926e-01,-1.04,-1.08
1.97930e-01,-1.04,-1
1.97933e-01,-1,-1.12
1.97936e-01,-1,-1
1.97939e-01,-1.04,-1.08
1.97942e-01,-1.04,-1
1.97946e-01,-1.04,-1.08
1.97949e-01,-1.04,-1
1.97952e-01,-1.04,-1.08
1.97955e-01,-1.04,-1
1.97958e-01,-1.04,-1.08
1.97962e-01,-1.04,-1
1.97965e-01,-1.04,-1.08
1.97968e-01,-1.04,-1
1.97971e-01,-1.04,-1.08
1.97974e-01,-1.04,-1
1.97978e-01,-1.04,-1.08
1.97981e-01,-1.04,-1
1.97984e-01,-1.04,-1.08
1.97987e-01,-1.04,-1
1.97990e-01,-1.04,-1.08
1.97994e-01,-1.04,-1
1.97997e-01,-1.04,-1.08
1.98000e-01,-1.04,-1
1.98003e-01,-1.04,-1.08
1.98006e-01,-1,-1
1.98010e-01,-1.04,-1.08
1.98013e-01,-1.04,-1
1.98016e-01,-1,-1.08
1.98019e-01,-1.04,-1
1.98022e-01,-1,-1.08
1.98026e-01,-1,-1
1.98029e-01,-1.04,-1.08
1.98032e-01,-1.04,-1
1.98035e-01,-1.04,-1.08
1.98038e-01,-1.04,-1
1.98042e-01,-1.04,-1.08
1.98045e-01,-1.04,-1
1.98048e-01,-1.04,-1.08
1.98051e-01,-1.04,-1
1.98054e-01,-1.04,-1.08
1.98058e-01,-1.04,-1
1.98061e-01,-1.04,-1.08
1.98064e-01,-1,-1
1.98067e-01,-1.04,-1.08
1.98070e-01,-1,-1
1.98074e-01,-1,-1.08
1.98077e-01,-1.04,-1
1.98080e-01,-1.04,-1.08
1.98083e-01,-1,-1
1.98086e-01,-1,-1.12
1.98090e-01,-1.04,-1
1.98093e-01,-1.04,-1.08
1.98096e-01,-1.04,-1
1.98099e-01,-1.04,-1.08
1.98102e-01,-1.04,-1
1.98106e-01,-1,-1.08
1.98109e-01,-1.04,-0.96
1.98112e-01,-1.04,-1.08
1.98115e-01,-1,-0.96
1.98118e-01,-1,-1.08
1.98122e-01,-1.04,-1
1.98125e-01,-1.04,-1.08
1.98128e-01,-1,-1
1.98131e-01,-1.04,-1.08
1.98134e-01,-1.04,-0.96
1.98138e-01,-1,-1.08
1.98141e-01,-1.04,-1
1.98144e-01,-1.04,-1.08
1.98147e-01,-1,-0.96
1.98150e-01,-1,-1.08
1.98154e-01,-1.04,-0.96
1.98157e-01,-1,-1.08
1.98160e-01,-1,-1
1.98163e-01,-1.04,-1.08
1.98166e-01,-1,-1
1.98170e-01,-1,-1.08
1.98173e-01,-1.04,-1
1.98176e-01,-1,-1.08
1.98179e-01,-1,-1
1.98182e-01,-1,-1.08
1.98186e-01,-1.04,-1
