Model,DPO2014B
Firmware Version,1.52

Point Format,Y,
5.08160e-03,0.02,0.0216
5.08320e-03,0.0208,0.0184
5.08480e-03,0.0208,0.0216
5.08640e-03,0.02,0.0184
5.08800e-03,0.0208,0.0216
5.08960e-03,0.0208,0.0184
5.09120e-03,0.02,0.0216
5.09280e-03,0.0208,0.0184
5.09440e-03,0.0208,0.0216
5.09600e-03,0.0208,0.0184
5.09760e-03,0.0208,0.0216
5.09920e-03,0.0208,0.0184
5.10080e-03,0.0208,0.0216
5.10240e-03,0.0208,0.0184
5.10400e-03,0.02,0.0216
5.10560e-03,0.0208,0.0184
5.10720e-03,0.0208,0.0216
5.10880e-03,0.02,0.0184
5.11040e-03,0.0208,0.0216
5.11200e-03,0.02,0.0184
5.11360e-03,0.0208,0.0216
5.11520e-03,0.0216,0.0184
5.11680e-03,0.0216,0.0216
5.11840e-03,0.0208,0.0184
5.12000e-03,0.02,0.0216
5.12160e-03,0.0208,0.0184
5.12320e-03,0.0208,0.0216
5.12480e-03,0.02,0.0184
5.12640e-03,0.02,0.0224
5.12800e-03,0.02,0.0184
5.12960e-03,0.02,0.0216
5.13120e-03,0.02,0.0184
5.13280e-03,0.02,0.0216
5.13440e-03,0.0216,0.0184
5.13600e-03,0.0208,0.0216
5.13760e-03,0.0208,0.0192
5.13920e-03,0.02,0.0224
5.14080e-03,0.02,0.0184
5.14240e-03,0.02,0.0224
5.14400e-03,0.02,0.0184
5.14560e-03,0.02,0.0216
5.14720e-03,0.02,0.0184
5.14880e-03,0.02,0.0216
5.15040e-03,0.0208,0.0184
5.15200e-03,0.02,0.0216
5.15360e-03,0.0208,0.0184
5.15520e-03,0.0208,0.0216
5.15680e-03,0.0208,0.0192
5.15840e-03,0.0208,0.0216
5.16000e-03,0.0208,0.0184
5.16160e-03,0.0208,0.0216
5.16320e-03,0.0208,0.0184
5.16480e-03,0.0208,0.0216
5.16640e-03,0.02,0.0184
5.16800e-03,0.02,0.0216
5.16960e-03,0.0216,0.0184
5.17120e-03,0.02,0.0216
5.17280e-03,0.0208,0.0184
5.17440e-03,0.02,0.0216
5.17600e-03,0.0208,0.0184
5.17760e-03,0.02,0.0216
5.17920e-03,0.0208,0.0184
5.18080e-03,0.0208,0.0216
5.18240e-03,0.0208,0.0184
5.18400e-03,0.02,0.0216
5.18560e-03,0.0208,0.0184
5.18720e-03,0.02,0.0216
5.18880e-03,0.0208,0.0184
5.19040e-03,0.0208,0.0216
5.19200e-03,0.02,0.0192
5.19360e-03,0.0208,0.0224
5.19520e-03,0.0208,0.0184
5.19680e-03,0.0208,0.0216
5.19840e-03,0.0216,0.0184
5.20000e-03,0.02,0.0216
5.20160e-03,0.0208,0.0184
5.20320e-03,0.0208,0.0216
5.20480e-03,0.0208,0.0184
5.20640e-03,0.0208,0.0216
5.20800e-03,0.02,0.0184
5.20960e-03,0.0192,0.0216
5.21120e-03,0.0216,0.0184
5.21280e-03,0.0208,0.0216
5.21440e-03,0.0208,0.0184
5.21600e-03,0.0208,0.0224
5.21760e-03,0.0208,0.0184
5.21920e-03,0.02,0.0224
5.22080e-03,0.0208,0.0184
5.22240e-03,0.0208,0.0224
5.22400e-03,0.0208,0.0184
5.22560e-03,0.02,0.0216
5.22720e-03,0.0208,0.0184
5.22880e-03,0.02,0.0224
5.23040e-03,0.02,0.0184
5.23200e-03,0.0208,0.0224
5.23360e-03,0.0208,0.0184
5.23520e-03,0.0208,0.0224
5.23680e-03,0.0208,0.0184
5.23840e-03,0.0192,0.0216
5.24000e-03,0.02,0.0184
5.24160e-03,0.0208,0.0216
5.24320e-03,0.02,0.0184
5.24480e-03,0.02,0.0224
5.24640e-03,0.0208,0.0184
5.24800e-03,0.02,0.0224
5.24960e-03,0.02,0.0184
5.25120e-03,0.02,0.0216
5.25280e-03,0.02,0.0184
5.25440e-03,0.0216,0.0224
5.25600e-03,0.0208,0.0184
5.25760e-03,0.0208,0.0224
5.25920e-03,0.0208,0.0192
5.26080e-03,0.02,0.0224
5.26240e-03,0.0208,0.0192
5.26400e-03,0.0208,0.0224
5.26560e-03,0.0216,0.0192
5.26720e-03,0.0216,0.0224
5.26880e-03,0.0208,0.0184
5.27040e-03,0.0208,0.0216
5.27200e-03,0.0208,0.0184
5.27360e-03,0.0208,0.0216
5.27520e-03,0.02,0.0184
5.27680e-03,0.02,0.0216
5.27840e-03,0.0208,0.0184
5.28000e-03,0.02,0.0224
5.28160e-03,0.02,0.0192
5.28320e-03,0.02,0.0224
5.28480e-03,0.0208,0.0184
5.28640e-03,0.02,0.0224
5.28800e-03,0.0208,0.0184
5.28960e-03,0.0208,0.0216
5.29120e-03,0.0208,0.0192
5.29280e-03,0.02,0.0224
5.29440e-03,0.02,0.0192
5.29600e-03,0.02,0.0224
5.29760e-03,0.0208,0.0184
5.29920e-03,0.02,0.0216
5.30080e-03,0.0208,0.0184
5.30240e-03,0.0208,0.0216
5.30400e-03,0.0216,0.0184
5.30560e-03,0.0216,0.0216
5.30720e-03,0.0208,0.0192
5.30880e-03,0.0208,0.0224
5.31040e-03,0.0208,0.0192
5.31200e-03,0.0208,0.0224
5.31360e-03,0.02,0.0192
5.31520e-03,0.0208,0.0224
5.31680e-03,0.0208,0.0184
5.31840e-03,0.0208,0.0224
5.32000e-03,0.0208,0.0184
5.32160e-03,0.0216,0.0224
5.32320e-03,0.0208,0.0184
5.32480e-03,0.0208,0.0224
5.32640e-03,0.0208,0.0192
5.32800e-03,0.0208,0.0216
5.32960e-03,0.0208,0.0192
5.33120e-03,0.0208,0.0224
5.33280e-03,0.02,0.0184
5.33440e-03,0.0208,0.0224
5.33600e-03,0.0208,0.0184
5.33760e-03,0.02,0.0216
5.33920e-03,0.0216,0.0184
5.34080e-03,0.0208,0.0224
5.34240e-03,0.02,0.0192
5.34400e-03,0.0208,0.0224
5.34560e-03,0.02,0.0184
5.34720e-03,0.0208,0.0216
5.34880e-03,0.0208,0.0184
5.35040e-03,0.0208,0.0224
5.35200e-03,0.0208,0.0192
5.35360e-03,0.0208,0.0224
5.35520e-03,0.0208,0.0192
5.35680e-03,0.0208,0.0224
5.35840e-03,0.0208,0.0192
5.36000e-03,0.02,0.0224
5.36160e-03,0.0208,0.0192
5.36320e-03,0.0208,0.0216
5.36480e-03,0.02,0.0192
5.36640e-03,0.0208,0.0224
5.36800e-03,0.0216,0.0192
5.36960e-03,0.0208,0.0224
5.37120e-03,0.0216,0.0192
5.37280e-03,0.0208,0.0224
5.37440e-03,0.0208,0.0192
5.37600e-03,0.0208,0.0224
5.37760e-03,0.0208,0.0192
5.37920e-03,0.0208,0.0224
5.38080e-03,0.0208,0.0184
5.38240e-03,0.0216,0.0224
5.38400e-03,0.0208,0.0192
5.38560e-03,0.02,0.0224
5.38720e-03,0.0216,0.0184
5.38880e-03,0.0208,0.0224
5.39040e-03,0.02,0.0184
5.39200e-03,0.02,0.0224
5.39360e-03,0.02,0.0192
5.39520e-03,0.0208,0.0224
5.39680e-03,0.02,0.0192
5.39840e-03,0.02,0.0224
5.40000e-03,0.02,0.0184
5.40160e-03,0.0208,0.0224
5.40320e-03,0.02,0.0184
5.40480e-03,0.0208,0.0216
5.40640e-03,0.0208,0.0192
5.40800e-03,0.0216,0.0224
5.40960e-03,0.0208,0.0184
5.41120e-03,0.02,0.0224
5.41280e-03,0.0208,0.0192
5.41440e-03,0.0208,0.0224
5.41600e-03,0.0216,0.0192
5.41760e-03,0.02,0.0224
5.41920e-03,0.0208,0.0192
5.42080e-03,0.0208,0.0224
5.42240e-03,0.0208,0.0192
5.42400e-03,0.0208,0.0224
5.42560e-03,0.0208,0.0192
5.42720e-03,0.0208,0.0224
5.42880e-03,0.0208,0.0192
5.43040e-03,0.0208,0.0224
5.43200e-03,0.0208,0.0184
5.43360e-03,0.0208,0.0224
5.43520e-03,0.0208,0.0192
5.43680e-03,0.0208,0.0224
5.43840e-03,0.0216,0.0192
5.44000e-03,0.0208,0.0224
5.44160e-03,0.0208,0.0184
5.44320e-03,0.02,0.0224
5.44480e-03,0.0208,0.0192
5.44640e-03,0.0208,0.0224
5.44800e-03,0.02,0.0192
5.44960e-03,0.0216,0.0224
5.45120e-03,0.02,0.0192
5.45280e-03,0.0208,0.0224
5.45440e-03,0.0208,0.0184
5.45600e-03,0.0208,0.0224
5.45760e-03,0.02,0.0192
5.45920e-03,0.0208,0.0224
5.46080e-03,0.0216,0.0184
5.46240e-03,0.02,0.0224
5.46400e-03,0.0208,0.0192
5.46560e-03,0.0208,0.0224
5.46720e-03,0.0208,0.0184
5.46880e-03,0.0208,0.0224
5.47040e-03,0.0208,0.0192
5.47200e-03,0.02,0.0216
5.47360e-03,0.02,0.0184
5.47520e-03,0.02,0.0224
5.47680e-03,0.0208,0.0184
5.47840e-03,0.0208,0.0224
5.48000e-03,0.0216,0.0184
5.48160e-03,0.0216,0.0224
5.48320e-03,0.0216,0.0192
5.48480e-03,0.0208,0.0224
5.48640e-03,0.0216,0.0192
5.48800e-03,0.0208,0.0224
5.48960e-03,0.02,0.0184
5.49120e-03,0.0216,0.0224
5.49280e-03,0.0208,0.0192
5.49440e-03,0.0208,0.0224
5.49600e-03,0.0216,0.0192
5.49760e-03,0.0208,0.0224
5.49920e-03,0.02,0.0184
5.50080e-03,0.0208,0.0224
5.50240e-03,0.02,0.0192
5.50400e-03,0.0208,0.0224
5.50560e-03,0.0216,0.0192
5.50720e-03,0.0208,0.0224
5.50880e-03,0.0208,0.0184
5.51040e-03,0.0216,0.0216
5.51200e-03,0.0208,0.0192
5.51360e-03,0.0208,0.0224
5.51520e-03,0.0208,0.0192
5.51680e-03,0.0208,0.0224
5.51840e-03,0.0208,0.0184
5.52000e-03,0.0208,0.0224
5.52160e-03,0.02,0.0192
5.52320e-03,0.0208,0.0224
5.52480e-03,0.0208,0.0192
5.52640e-03,0.0208,0.0224
5.52800e-03,0.0208,0.0192
5.52960e-03,0.0208,0.0224
5.53120e-03,0.02,0.0192
5.53280e-03,0.0208,0.0224
5.53440e-03,0.0216,0.0184
5.53600e-03,0.0208,0.0224
5.53760e-03,0.0208,0.0192
5.53920e-03,0.0216,0.0224
5.54080e-03,0.0216,0.0192
5.54240e-03,0.0208,0.0224
5.54400e-03,0.0208,0.0192
5.54560e-03,0.0208,0.0224
5.54720e-03,0.0208,0.0192
5.54880e-03,0.0216,0.0224
5.55040e-03,0.0208,0.0184
5.55200e-03,0.0208,0.0224
5.55360e-03,0.0208,0.0192
5.55520e-03,0.0208,0.0224
5.55680e-03,0.0216,0.0192
5.55840e-03,0.0208,0.0224
5.56000e-03,0.0208,0.0192
5.56160e-03,0.0208,0.0224
5.56320e-03,0.0208,0.0192
5.56480e-03,0.0208,0.0224
5.56640e-03,0.0216,0.0192
5.56800e-03,0.0208,0.0224
5.56960e-03,0.0216,0.0192
5.57120e-03,0.0216,0.0224
5.57280e-03,0.0216,0.0192
5.57440e-03,0.0208,0.0224
5.57600e-03,0.0216,0.0192
5.57760e-03,0.0216,0.0224
5.57920e-03,0.0216,0.0192
5.58080e-03,0.0208,0.0224
5.58240e-03,0.0216,0.0192
5.58400e-03,0.0216,0.0224
5.58560e-03,0.0216,0.0192
5.58720e-03,0.0208,0.0224
5.58880e-03,0.0208,0.0192
5.59040e-03,0.0208,0.0224
5.59200e-03,0.0216,0.0192
5.59360e-03,0.0208,0.0224
5.59520e-03,0.0208,0.0192
5.59680e-03,0.0216,0.0224
5.59840e-03,0.02,0.0192
5.60000e-03,0.0216,0.0224
5.60160e-03,0.0208,0.0184
5.60320e-03,0.0216,0.0224
5.60480e-03,0.0208,0.0192
5.60640e-03,0.0208,0.0224
5.60800e-03,0.0208,0.0192
5.60960e-03,0.02,0.0224
5.61120e-03,0.0216,0.0192
5.61280e-03,0.0216,0.0224
5.61440e-03,0.0208,0.0192
5.61600e-03,0.0208,0.0224
5.61760e-03,0.0208,0.0192
5.61920e-03,0.0208,0.0224
5.62080e-03,0.0208,0.0192
5.62240e-03,0.0216,0.0224
5.62400e-03,0.0216,0.0192
5.62560e-03,0.0208,0.0224
5.62720e-03,0.0208,0.0192
5.62880e-03,0.0208,0.0224
5.63040e-03,0.0216,0.0192
5.63200e-03,0.0208,0.0224
5.63360e-03,0.0216,0.0192
5.63520e-03,0.0208,0.0232
5.63680e-03,0.0216,0.0192
5.63840e-03,0.0208,0.0224
5.64000e-03,0.0216,0.0192
5.64160e-03,0.0216,0.0224
5.64320e-03,0.0208,0.0192
5.64480e-03,0.02,0.0224
5.64640e-03,0.0216,0.0192
5.64800e-03,0.02,0.0224
5.64960e-03,0.02,0.0192
5.65120e-03,0.0208,0.0224
5.65280e-03,0.0208,0.0192
5.65440e-03,0.0208,0.0224
5.65600e-03,0.0208,0.0192
5.65760e-03,0.0216,0.0224
5.65920e-03,0.0208,0.0192
5.66080e-03,0.02,0.0224
5.66240e-03,0.0216,0.0192
5.66400e-03,0.0208,0.0224
5.66560e-03,0.0216,0.0192
5.66720e-03,0.0216,0.0224
5.66880e-03,0.0216,0.0192
5.67040e-03,0.0208,0.0224
5.67200e-03,0.02,0.0192
5.67360e-03,0.0208,0.0224
5.67520e-03,0.0216,0.0192
5.67680e-03,0.0216,0.0224
5.67840e-03,0.0208,0.0192
5.68000e-03,0.0208,0.0224
5.68160e-03,0.02,0.0192
5.68320e-03,0.0208,0.0224
5.68480e-03,0.0208,0.0192
5.68640e-03,0.0208,0.0224
5.68800e-03,0.0208,0.0192
5.68960e-03,0.0216,0.0224
5.69120e-03,0.0216,0.0192
5.69280e-03,0.0216,0.0224
5.69440e-03,0.0224,0.0192
5.69600e-03,0.02,0.0224
5.69760e-03,0.0216,0.0192
5.69920e-03,0.0216,0.0224
5.70080e-03,0.0216,0.0192
5.70240e-03,0.0216,0.0224
5.70400e-03,0.0208,0.0192
5.70560e-03,0.0208,0.0224
5.70720e-03,0.0208,0.0192
5.70880e-03,0.0208,0.0232
5.71040e-03,0.0208,0.0192
5.71200e-03,0.0216,0.0224
5.71360e-03,0.0208,0.0192
5.71520e-03,0.0208,0.0224
5.71680e-03,0.0208,0.0192
5.71840e-03,0.0208,0.0224
5.72000e-03,0.0208,0.0192
5.72160e-03,0.0216,0.0224
5.72320e-03,0.0208,0.0192
5.72480e-03,0.0216,0.0224
5.72640e-03,0.0208,0.0192
5.72800e-03,0.0208,0.0224
5.72960e-03,0.0208,0.0192
5.73120e-03,0.0208,0.0224
5.73280e-03,0.0216,0.0192
5.73440e-03,0.0208,0.0224
5.73600e-03,0.0208,0.0192
5.73760e-03,0.0208,0.0224
5.73920e-03,0.0216,0.0192
5.74080e-03,0.0208,0.0224
5.74240e-03,0.02,0.0192
5.74400e-03,0.0208,0.0232
5.74560e-03,0.0208,0.0192
5.74720e-03,0.0224,0.0232
5.74880e-03,0.0208,0.0192
5.75040e-03,0.0216,0.0224
5.75200e-03,0.0208,0.0192
5.75360e-03,0.0208,0.0224
5.75520e-03,0.0216,0.0192
5.75680e-03,0.0216,0.0224
5.75840e-03,0.0208,0.0192
5.76000e-03,0.0208,0.0224
5.76160e-03,0.02,0.0192
5.76320e-03,0.0216,0.0224
5.76480e-03,0.0216,0.0192
5.76640e-03,0.0208,0.0224
5.76800e-03,0.0216,0.0192
5.76960e-03,0.0216,0.0224
5.77120e-03,0.0216,0.0192
5.77280e-03,0.0208,0.0224
5.77440e-03,0.0216,0.0192
5.77600e-03,0.0208,0.0232
5.77760e-03,0.0208,0.0192
5.77920e-03,0.0216,0.0224
5.78080e-03,0.0208,0.0192
5.78240e-03,0.0208,0.0224
5.78400e-03,0.0216,0.0192
5.78560e-03,0.0208,0.0224
5.78720e-03,0.0216,0.0192
5.78880e-03,0.0216,0.0224
5.79040e-03,0.0208,0.0192
5.79200e-03,0.0216,0.0224
5.79360e-03,0.0216,0.0192
5.79520e-03,0.02,0.0224
5.79680e-03,0.02,0.0192
5.79840e-03,0.0208,0.0232
5.80000e-03,0.02,0.0192
5.80160e-03,0.0216,0.0224
5.80320e-03,0.0216,0.0192
5.80480e-03,0.0208,0.0224
5.80640e-03,0.0208,0.0192
5.80800e-03,0.0208,0.0224
5.80960e-03,0.0216,0.0192
5.81120e-03,0.0208,0.0224
5.81280e-03,0.0224,0.0184
5.81440e-03,0.0216,0.0224
5.81600e-03,0.0216,0.0192
5.81760e-03,0.0216,0.0232
5.81920e-03,0.0216,0.0192
5.82080e-03,0.0208,0.0224
5.82240e-03,0.02,0.0192
5.82400e-03,0.0216,0.0224
5.82560e-03,0.0216,0.0192
5.82720e-03,0.0216,0.0224
5.82880e-03,0.0208,0.0192
5.83040e-03,0.0208,0.0232
5.83200e-03,0.0216,0.0192
5.83360e-03,0.0208,0.0224
5.83520e-03,0.0208,0.0192
5.83680e-03,0.0216,0.0224
5.83840e-03,0.0216,0.0192
5.84000e-03,0.0208,0.0224
5.84160e-03,0.0216,0.0192
5.84320e-03,0.0216,0.0232
5.84480e-03,0.0216,0.0192
5.84640e-03,0.0208,0.0232
5.84800e-03,0.02,0.0192
5.84960e-03,0.0216,0.0224
5.85120e-03,0.0216,0.0192
5.85280e-03,0.02,0.0224
5.85440e-03,0.0208,0.0192
5.85600e-03,0.0216,0.0224
5.85760e-03,0.0216,0.0184
5.85920e-03,0.0208,0.0224
5.86080e-03,0.0208,0.0192
5.86240e-03,0.0216,0.0232
5.86400e-03,0.0208,0.0192
5.86560e-03,0.0208,0.0224
5.86720e-03,0.0208,0.0192
5.86880e-03,0.0216,0.0224
5.87040e-03,0.02,0.0192
5.87200e-03,0.0208,0.0224
5.87360e-03,0.0216,0.0192
5.87520e-03,0.0216,0.0232
5.87680e-03,0.0216,0.0192
5.87840e-03,0.0208,0.0224
5.88000e-03,0.0208,0.0192
5.88160e-03,0.0208,0.0232
5.88320e-03,0.02,0.0192
5.88480e-03,0.0208,0.0224
5.88640e-03,0.0208,0.0192
5.88800e-03,0.0216,0.0224
5.88960e-03,0.0216,0.0192
5.89120e-03,0.0208,0.0232
5.89280e-03,0.0216,0.02
5.89440e-03,0.0216,0.0232
5.89600e-03,0.0216,0.0192
5.89760e-03,0.02,0.0232
5.89920e-03,0.0216,0.0192
5.90080e-03,0.0208,0.0224
5.90240e-03,0.0208,0.0192
5.90400e-03,0.0208,0.0232
5.90560e-03,0.0208,0.0192
5.90720e-03,0.0216,0.0232
5.90880e-03,0.0216,0.0192
5.91040e-03,0.0216,0.0224
5.91200e-03,0.0216,0.0192
5.91360e-03,0.0216,0.0224
5.91520e-03,0.0216,0.0192
5.91680e-03,0.02,0.0232
5.91840e-03,0.0216,0.0192
5.92000e-03,0.0216,0.0224
5.92160e-03,0.0224,0.0192
5.92320e-03,0.0216,0.0232
5.92480e-03,0.0216,0.0192
5.92640e-03,0.0208,0.0232
5.92800e-03,0.0208,0.0192
5.92960e-03,0.0216,0.0232
5.93120e-03,0.0208,0.0192
5.93280e-03,0.0216,0.0224
5.93440e-03,0.0208,0.0192
5.93600e-03,0.0216,0.0232
5.93760e-03,0.0216,0.0192
5.93920e-03,0.0216,0.0224
5.94080e-03,0.0208,0.0192
5.94240e-03,0.0208,0.0224
5.94400e-03,0.0216,0.0192
5.94560e-03,0.0208,0.0232
5.94720e-03,0.0216,0.0192
5.94880e-03,0.0208,0.0224
5.95040e-03,0.0208,0.02
5.95200e-03,0.0216,0.0224
5.95360e-03,0.0216,0.0192
5.95520e-03,0.0208,0.0232
5.95680e-03,0.0216,0.0192
5.95840e-03,0.0208,0.0224
5.96000e-03,0.0216,0.0192
5.96160e-03,0.0216,0.0224
5.96320e-03,0.0216,0.0192
5.96480e-03,0.0224,0.0224
5.96640e-03,0.0216,0.0192
5.96800e-03,0.0216,0.0224
5.96960e-03,0.0216,0.0192
5.97120e-03,0.0216,0.0224
5.97280e-03,0.0208,0.0192
5.97440e-03,0.0208,0.0232
5.97600e-03,0.0216,0.0192
5.97760e-03,0.0208,0.0232
5.97920e-03,0.0208,0.0192
5.98080e-03,0.0208,0.0224
5.98240e-03,0.0216,0.0192
5.98400e-03,0.0208,0.0224
5.98560e-03,0.0208,0.0192
5.98720e-03,0.0216,0.0224
5.98880e-03,0.0216,0.0192
5.99040e-03,0.0208,0.0224
5.99200e-03,0.0216,0.0192
5.99360e-03,0.0216,0.0224
5.99520e-03,0.0208,0.0192
5.99680e-03,0.0216,0.0232
5.99840e-03,0.0216,0.0192
6.00000e-03,0.0216,0.0224
6.00160e-03,0.0208,0.0192
6.00320e-03,0.0216,0.0232
6.00480e-03,0.0216,0.02
6.00640e-03,0.0216,0.0224
6.00800e-03,0.0216,0.0192
6.00960e-03,0.0216,0.0224
6.01120e-03,0.0208,0.0192
6.01280e-03,0.0216,0.0232
6.01440e-03,0.0216,0.0192
6.01600e-03,0.0216,0.0232
6.01760e-03,0.0216,0.0192
6.01920e-03,0.0216,0.0224
6.02080e-03,0.0216,0.0192
6.02240e-03,0.0216,0.0224
6.02400e-03,0.0216,0.0192
6.02560e-03,0.0208,0.0224
6.02720e-03,0.0216,0.0192
6.02880e-03,0.0216,0.0224
6.03040e-03,0.0216,0.0192
6.03200e-03,0.0208,0.0224
6.03360e-03,0.0216,0.0192
6.03520e-03,0.0216,0.0232
6.03680e-03,0.0208,0.02
6.03840e-03,0.0216,0.0232
6.04000e-03,0.0216,0.02
6.04160e-03,0.0224,0.0232
6.04320e-03,0.0208,0.0192
6.04480e-03,0.0216,0.0232
6.04640e-03,0.0216,0.0192
6.04800e-03,0.0208,0.0232
6.04960e-03,0.0216,0.0192
6.05120e-03,0.0216,0.0232
6.05280e-03,0.0216,0.0192
6.05440e-03,0.0216,0.0224
6.05600e-03,0.0208,0.0192
6.05760e-03,0.0216,0.0232
6.05920e-03,0.0216,0.0184
6.06080e-03,0.0216,0.0224
6.06240e-03,0.0208,0.0192
6.06400e-03,0.0216,0.0232
6.06560e-03,0.0216,0.0192
6.06720e-03,0.0208,0.0232
6.06880e-03,0.0208,0.0192
6.07040e-03,0.0216,0.0224
6.07200e-03,0.0216,0.0192
6.07360e-03,0.0216,0.0224
6.07520e-03,0.0216,0.0192
6.07680e-03,0.0216,0.0232
6.07840e-03,0.0216,0.02
6.08000e-03,0.0208,0.0232
6.08160e-03,0.0216,0.0192
6.08320e-03,0.0216,0.0232
6.08480e-03,0.0208,0.0192
6.08640e-03,0.0208,0.0224
6.08800e-03,0.0216,0.0192
6.08960e-03,0.0216,0.0224
6.09120e-03,0.0216,0.0192
6.09280e-03,0.0216,0.0224
6.09440e-03,0.0208,0.0192
6.09600e-03,0.0216,0.0224
6.09760e-03,0.0208,0.0192
6.09920e-03,0.0216,0.0224
6.10080e-03,0.0216,0.0192
6.10240e-03,0.0216,0.0224
6.10400e-03,0.0216,0.0192
6.10560e-03,0.0208,0.0232
6.10720e-03,0.0216,0.0192
6.10880e-03,0.0208,0.0224
6.11040e-03,0.0216,0.0192
6.11200e-03,0.0208,0.0232
6.11360e-03,0.0216,0.0192
6.11520e-03,0.0216,0.0232
6.11680e-03,0.0216,0.0192
6.11840e-03,0.0208,0.0224
6.12000e-03,0.0216,0.0192
6.12160e-03,0.0208,0.0232
6.12320e-03,0.0216,0.0192
6.12480e-03,0.0208,0.0224
6.12640e-03,0.0208,0.0192
6.12800e-03,0.0216,0.0232
6.12960e-03,0.0208,0.0192
6.13120e-03,0.0224,0.0232
6.13280e-03,0.0208,0.0192
6.13440e-03,0.0224,0.0232
6.13600e-03,0.0216,0.0192
6.13760e-03,0.0208,0.0224
6.13920e-03,0.0216,0.0192
6.14080e-03,0.0216,0.0224
6.14240e-03,0.0216,0.0192
6.14400e-03,0.0216,0.0232
6.14560e-03,0.0224,0.02
6.14720e-03,0.0208,0.0232
6.14880e-03,0.0216,0.0192
6.15040e-03,0.0216,0.0232
6.15200e-03,0.0208,0.0192
6.15360e-03,0.0216,0.0232
6.15520e-03,0.0208,0.0192
6.15680e-03,0.0216,0.0224
6.15840e-03,0.0216,0.0192
6.16000e-03,0.0224,0.0232
6.16160e-03,0.0208,0.02
6.16320e-03,0.0208,0.0232
6.16480e-03,0.0216,0.0192
6.16640e-03,0.0216,0.0232
6.16800e-03,0.0208,0.0192
6.16960e-03,0.0216,0.0224
6.17120e-03,0.0224,0.02
6.17280e-03,0.0216,0.0232
6.17440e-03,0.0216,0.02
6.17600e-03,0.0216,0.0232
6.17760e-03,0.0208,0.02
6.17920e-03,0.0216,0.0232
6.18080e-03,0.0208,0.0192
6.18240e-03,0.0216,0.0224
6.18400e-03,0.0216,0.0192
6.18560e-03,0.0216,0.0232
6.18720e-03,0.0216,0.0192
6.18880e-03,0.0216,0.0224
6.19040e-03,0.0216,0.02
6.19200e-03,0.0224,0.0232
6.19360e-03,0.0208,0.0192
6.19520e-03,0.0216,0.0232
6.19680e-03,0.0216,0.0192
6.19840e-03,0.0216,0.0232
6.20000e-03,0.0208,0.02
6.20160e-03,0.0208,0.0232
6.20320e-03,0.0224,0.0192
6.20480e-03,0.0208,0.0232
6.20640e-03,0.0208,0.0192
6.20800e-03,0.0216,0.0232
6.20960e-03,0.0208,0.0192
6.21120e-03,0.0216,0.0224
6.21280e-03,0.0216,0.0192
6.21440e-03,0.0208,0.0224
6.21600e-03,0.0208,0.0192
6.21760e-03,0.0216,0.0232
6.21920e-03,0.0224,0.0192
6.22080e-03,0.0208,0.0232
6.22240e-03,0.0216,0.02
6.22400e-03,0.0216,0.0232
6.22560e-03,0.0216,0.02
6.22720e-03,0.0216,0.0232
6.22880e-03,0.0216,0.0192
6.23040e-03,0.0216,0.0232
6.23200e-03,0.0216,0.0192
6.23360e-03,0.0216,0.0232
6.23520e-03,0.0216,0.0192
6.23680e-03,0.0216,0.0224
6.23840e-03,0.0208,0.0192
6.24000e-03,0.0216,0.0232
6.24160e-03,0.0216,0.0192
6.24320e-03,0.0216,0.0232
6.24480e-03,0.0208,0.02
6.24640e-03,0.0208,0.0232
6.24800e-03,0.0208,0.0192
6.24960e-03,0.0216,0.0232
6.25120e-03,0.0224,0.0192
6.25280e-03,0.0216,0.0232
6.25440e-03,0.0216,0.0192
6.25600e-03,0.0208,0.0232
6.25760e-03,0.0208,0.02
6.25920e-03,0.0216,0.0232
6.26080e-03,0.0216,0.02
6.26240e-03,0.0224,0.0232
6.26400e-03,0.0216,0.02
6.26560e-03,0.0208,0.0232
6.26720e-03,0.0208,0.02
6.26880e-03,0.0216,0.0224
6.27040e-03,0.0216,0.0192
6.27200e-03,0.0208,0.0224
6.27360e-03,0.0216,0.0192
6.27520e-03,0.0216,0.0232
6.27680e-03,0.0216,0.0192
6.27840e-03,0.0216,0.0232
6.28000e-03,0.0208,0.0192
6.28160e-03,0.0208,0.0232
6.28320e-03,0.0216,0.02
6.28480e-03,0.0216,0.0232
6.28640e-03,0.0216,0.0192
6.28800e-03,0.0216,0.0232
6.28960e-03,0.0208,0.0192
6.29120e-03,0.0208,0.0232
6.29280e-03,0.0216,0.02
6.29440e-03,0.0208,0.0232
6.29600e-03,0.0224,0.0192
6.29760e-03,0.0216,0.0224
6.29920e-03,0.0216,0.0192
6.30080e-03,0.0216,0.0232
6.30240e-03,0.0216,0.0192
6.30400e-03,0.02,0.0232
6.30560e-03,0.0216,0.0192
6.30720e-03,0.0224,0.0232
6.30880e-03,0.0216,0.0192
6.31040e-03,0.0216,0.0232
6.31200e-03,0.0208,0.0192
6.31360e-03,0.0216,0.0232
6.31520e-03,0.0216,0.02
6.31680e-03,0.0216,0.0232
6.31840e-03,0.0208,0.02
6.32000e-03,0.0216,0.0232
6.32160e-03,0.0216,0.02
6.32320e-03,0.0216,0.0232
6.32480e-03,0.0208,0.02
6.32640e-03,0.0216,0.0232
6.32800e-03,0.0208,0.0192
6.32960e-03,0.0216,0.0232
6.33120e-03,0.0216,0.0192
6.33280e-03,0.0216,0.0224
